cantica;canto;n_verso;verso
Inferno;IV;​79;Intanto voce fu per me udita:
Inferno;IV;​80;"""Onorate l'altissimo poeta;"
Inferno;IV;​81;"l'ombra sua torna, ch'era dipartita""."
Inferno;IV;​82;Poi che la voce fu restata e queta,
Inferno;IV;​83;vidi quattro grand'ombre a noi venire:
Inferno;IV;​84;sembianz'avevan né trista né lieta.
Inferno;IV;​85;Lo buon maestro cominciò a dire:
Inferno;IV;​86;"""Mira colui con quella spada in mano,"
Inferno;IV;​87;che vien dinanzi ai tre sì come sire:
Inferno;IV;​88;"quelli è Omero poeta sovrano;"
Inferno;IV;​89;"l'altro è Orazio satiro che vene;"
Inferno;IV;​90;Ovidio è 'l terzo, e l'ultimo Lucano.
Inferno;IV;​91;Però che ciascun meco si convene
Inferno;IV;​92;nel nome che sonò la voce sola,
Inferno;IV;​93;"fannomi onore, e di ciò fanno bene""."
Inferno;IV;​94;Così vid'i' adunar la bella scola
Inferno;IV;​95;di quel segnor de l'altissimo canto
Inferno;IV;​96;che sovra li altri com'aquila vola.
Inferno;IV;​97;Da ch'ebber ragionato insieme alquanto,
Inferno;IV;​98;volsersi a me con salutevol cenno,
Inferno;IV;​99;"e 'l mio maestro sorrise di tanto;"
Inferno;IV;​100;e più d'onore ancora assai mi fenno,
Inferno;IV;​101;ch'e' sì mi fecer de la loro schiera,
Inferno;IV;​102;sì ch'io fui sesto tra cotanto senno.
Inferno;IV;​103;Così andammo infino a la lumera,
Inferno;IV;​104;parlando cose che 'l tacere è bello,
Inferno;IV;​105;sì com'era 'l parlar colà dov'era.
Inferno;IV;​106;Venimmo al piè d'un nobile castello,
Inferno;IV;​107;sette volte cerchiato d'alte mura,
Inferno;IV;​108;difeso intorno d'un bel fiumicello.
Inferno;IV;​109;"Questo passammo come terra dura;"
Inferno;IV;​110;per sette porte intrai con questi savi:
Inferno;IV;​111;giugnemmo in prato di fresca verdura.
Inferno;IV;​112;Genti v'eran con occhi tardi e gravi,
Inferno;IV;​113;di grande autorità ne' lor sembianti:
Inferno;IV;​114;parlavan rado, con voci soavi.
Inferno;IV;​115;Traemmoci così da l'un de' canti,
Inferno;IV;​116;in loco aperto, luminoso e alto,
Inferno;IV;​117;sì che veder si potien tutti quanti.
Inferno;IV;​118;Colà diritto, sovra 'l verde smalto,
Inferno;IV;​119;mi fuor mostrati li spiriti magni,
Inferno;IV;​120;che del vedere in me stesso m'essalto.
Inferno;IV;​121;I' vidi Eletra con molti compagni,
Inferno;IV;​122;tra ' quai conobbi Ettòr ed Enea,
Inferno;IV;​123;Cesare armato con li occhi grifagni.
Inferno;IV;​124;"Vidi Cammilla e la Pantasilea;"
Inferno;IV;​125;da l'altra parte, vidi 'l re Latino
Inferno;IV;​126;che con Lavina sua figlia sedea.
Inferno;IV;​127;Vidi quel Bruto che cacciò Tarquino,
Inferno;IV;​128;"Lucrezia, Iulia, Marzïa e Corniglia;"
Inferno;IV;​129;e solo, in parte, vidi 'l Saladino.
Inferno;IV;​130;Poi ch'innalzai un poco più le ciglia,
Inferno;IV;​131;vidi 'l maestro di color che sanno
Inferno;IV;​132;seder tra filosofica famiglia.
Inferno;IV;​133;Tutti lo miran, tutti onor li fanno:
Inferno;IV;​134;quivi vid'ïo Socrate e Platone,
Inferno;IV;​135;"che 'nnanzi a li altri più presso li stanno;"
Inferno;IV;​136;Democrito, che 'l mondo a caso pone,
Inferno;IV;​137;Dïogenès, Anassagora e Tale,
Inferno;IV;​138;"Empedoclès, Eraclito e Zenone;"
Inferno;IV;​139;e vidi il buono accoglitor del quale,
Inferno;IV;​140;"Dïascoride dico; e vidi Orfeo,"
Inferno;IV;​141;"Tulïo e Lino e Seneca morale;"
Inferno;IV;​142;Euclide geomètra e Tolomeo,
Inferno;IV;​143;Ipocràte, Avicenna e Galïeno,
Inferno;IV;​144;Averoìs, che 'l gran comento feo.
Inferno;IV;​145;Io non posso ritrar di tutti a pieno,
Inferno;IV;​146;però che sì mi caccia il lungo tema,
Inferno;IV;​147;che molte volte al fatto il dir vien meno.
Inferno;IV;​148;La sesta compagnia in due si scema:
Inferno;IV;​149;per altra via mi mena il savio duca,
Inferno;IV;​150;fuor de la queta, ne l'aura che trema.
Inferno;IV;​151;E vegno in parte ove non è che luca.
Inferno;V;​1;Così discesi del cerchio primaio
Inferno;V;​2;giù nel secondo, che men loco cinghia
Inferno;V;​3;e tanto più dolor, che punge a guaio.
Inferno;V;​4;Stavvi Minòs orribilmente, e ringhia:
Inferno;V;​5;"essamina le colpe ne l'intrata;"
Inferno;V;​6;giudica e manda secondo ch'avvinghia.
Inferno;V;​7;Dico che quando l'anima mal nata
Inferno;V;​8;"li vien dinanzi, tutta si confessa;"
Inferno;V;​9;e quel conoscitor de le peccata
Inferno;V;​10;"vede qual loco d'inferno è da essa;"
Inferno;V;​11;cignesi con la coda tante volte
Inferno;V;​12;quantunque gradi vuol che giù sia messa.
Inferno;V;​13;Sempre dinanzi a lui ne stanno molte:
Inferno;V;​14;vanno a vicenda ciascuna al giudizio,
Inferno;V;​15;dicono e odono e poi son giù volte.
Inferno;V;​16;"""O tu che vieni al doloroso ospizio"","
Inferno;V;​17;disse Minòs a me quando mi vide,
Inferno;V;​18;lasciando l'atto di cotanto offizio,
Inferno;V;​19;"""guarda com'entri e di cui tu ti fide;"
Inferno;V;​20;"non t'inganni l'ampiezza de l'intrare!""."
Inferno;V;​21;"E 'l duca mio a lui: ""Perché pur gride?"
Inferno;V;​22;Non impedir lo suo fatale andare:
Inferno;V;​23;vuolsi così colà dove si puote
Inferno;V;​24;"ciò che si vuole, e più non dimandare""."
Inferno;V;​25;Or incomincian le dolenti note
Inferno;V;​26;"a farmisi sentire; or son venuto"
Inferno;V;​27;là dove molto pianto mi percuote.
Inferno;V;​28;Io venni in loco d'ogne luce muto,
Inferno;V;​29;che mugghia come fa mar per tempesta,
Inferno;V;​30;se da contrari venti è combattuto.
Inferno;V;​31;La bufera infernal, che mai non resta,
Inferno;V;​32;"mena li spirti con la sua rapina;"
Inferno;V;​33;voltando e percotendo li molesta.
Inferno;V;​34;Quando giungon davanti a la ruina,
Inferno;V;​35;"quivi le strida, il compianto, il lamento;"
Inferno;V;​36;bestemmian quivi la virtù divina.
Inferno;V;​37;Intesi ch'a così fatto tormento
Inferno;V;​38;enno dannati i peccator carnali,
Inferno;V;​39;che la ragion sommettono al talento.
Inferno;V;​40;E come li stornei ne portan l'ali
Inferno;V;​41;nel freddo tempo, a schiera larga e piena,
Inferno;V;​42;così quel fiato li spiriti mali
Inferno;V;​43;"di qua, di là, di giù, di sù li mena;"
Inferno;V;​44;nulla speranza li conforta mai,
Inferno;V;​45;non che di posa, ma di minor pena.
Inferno;V;​46;E come i gru van cantando lor lai,
Inferno;V;​47;faccendo in aere di sé lunga riga,
Inferno;V;​48;così vid'io venir, traendo guai,
Inferno;V;​49;"ombre portate da la detta briga;"
Inferno;V;​50;"per ch'i' dissi: ""Maestro, chi son quelle"
Inferno;V;​51;"genti che l'aura nera sì gastiga?""."
Inferno;V;​52;"""La prima di color di cui novelle"
Inferno;V;​53;"tu vuo' saper"", mi disse quelli allotta,"
Inferno;V;​54;"""fu imperadrice di molte favelle."
Inferno;V;​55;A vizio di lussuria fu sì rotta,
Inferno;V;​56;che libito fé licito in sua legge,
Inferno;V;​57;per tòrre il biasmo in che era condotta.
Inferno;V;​58;Ell'è Semiramìs, di cui si legge
Inferno;V;​59;che succedette a Nino e fu sua sposa:
Inferno;V;​60;tenne la terra che 'l Soldan corregge.
Inferno;V;​61;L'altra è colei che s'ancise amorosa,
Inferno;V;​62;"e ruppe fede al cener di Sicheo;"
Inferno;V;​63;poi è Cleopatràs lussurïosa.
Inferno;V;​64;Elena vedi, per cui tanto reo
Inferno;V;​65;tempo si volse, e vedi 'l grande Achille,
Inferno;V;​66;che con amore al fine combatteo.
Inferno;V;​67;"Vedi Parìs, Tristano""; e più di mille"
Inferno;V;​68;ombre mostrommi e nominommi a dito,
Inferno;V;​69;ch'amor di nostra vita dipartille.
Inferno;V;​70;Poscia ch'io ebbi il mio dottore udito
Inferno;V;​71;nomar le donne antiche e ' cavalieri,
Inferno;V;​72;pietà mi giunse, e fui quasi smarrito.
Inferno;V;​73;"I' cominciai: ""Poeta, volontieri"
Inferno;V;​74;parlerei a quei due che 'nsieme vanno,
Inferno;V;​75;"e paion sì al vento esser leggeri""."
Inferno;V;​76;"Ed elli a me: ""Vedrai quando saranno"
Inferno;V;​77;"più presso a noi; e tu allor li priega"
Inferno;V;​78;"per quello amor che i mena, ed ei verranno""."
Inferno;V;​79;Sì tosto come il vento a noi li piega,
Inferno;V;​80;"mossi la voce: ""O anime affannate,"
Inferno;V;​81;"venite a noi parlar, s'altri nol niega!""."
Inferno;V;​82;Quali colombe dal disio chiamate
Inferno;V;​83;con l'ali alzate e ferme al dolce nido
Inferno;V;​84;"vegnon per l'aere dal voler portate;"
Inferno;V;​85;cotali uscir de la schiera ov'è Dido,
Inferno;V;​86;a noi venendo per l'aere maligno,
Inferno;V;​87;sì forte fu l'affettüoso grido.
Inferno;V;​88;"""O animal grazïoso e benigno"
Inferno;V;​89;che visitando vai per l'aere perso
Inferno;V;​90;noi che tignemmo il mondo di sanguigno,
Inferno;V;​91;se fosse amico il re de l'universo,
Inferno;V;​92;noi pregheremmo lui de la tua pace,
Inferno;V;​93;poi c'hai pietà del nostro mal perverso.
Inferno;V;​94;Di quel che udire e che parlar vi piace,
Inferno;V;​95;noi udiremo e parleremo a voi,
Inferno;V;​96;mentre che 'l vento, come fa, ci tace.
Inferno;V;​97;Siede la terra dove nata fui
Inferno;V;​98;su la marina dove 'l Po discende
Inferno;V;​99;per aver pace co' seguaci sui.
Inferno;V;​100;Amor, ch'al cor gentil ratto s'apprende,
Inferno;V;​101;prese costui de la bella persona
Inferno;V;​102;"che mi fu tolta; e 'l modo ancor m'offende."
Inferno;V;​103;Amor, ch'a nullo amato amar perdona,
Inferno;V;​104;mi prese del costui piacer sì forte,
Inferno;V;​105;che, come vedi, ancor non m'abbandona.
Inferno;V;​106;Amor condusse noi ad una morte.
Inferno;V;​107;"Caina attende chi a vita ci spense""."
Inferno;V;​108;Queste parole da lor ci fuor porte.
Inferno;V;​109;Quand'io intesi quell'anime offense,
Inferno;V;​110;china' il viso e tanto il tenni basso,
Inferno;V;​111;"fin che 'l poeta mi disse: ""Che pense?""."
Inferno;V;​112;"Quando rispuosi, cominciai: ""Oh lasso,"
Inferno;V;​113;quanti dolci pensier, quanto disio
Inferno;V;​114;"menò costoro al doloroso passo!""."
Inferno;V;​115;Poi mi rivolsi a loro e parla' io,
Inferno;V;​116;"e cominciai: ""Francesca, i tuoi martìri"
Inferno;V;​117;a lagrimar mi fanno tristo e pio.
Inferno;V;​118;Ma dimmi: al tempo d'i dolci sospiri,
Inferno;V;​119;a che e come concedette amore
Inferno;V;​120;"che conosceste i dubbiosi disiri?""."
Inferno;V;​121;"E quella a me: ""Nessun maggior dolore"
Inferno;V;​122;che ricordarsi del tempo felice
Inferno;V;​123;"ne la miseria; e ciò sa 'l tuo dottore."
Inferno;V;​124;Ma s'a conoscer la prima radice
Inferno;V;​125;del nostro amor tu hai cotanto affetto,
Inferno;V;​126;dirò come colui che piange e dice.
Inferno;V;​127;Noi leggiavamo un giorno per diletto
Inferno;V;​128;"di Lancialotto come amor lo strinse;"
Inferno;V;​129;soli eravamo e sanza alcun sospetto.
Inferno;V;​130;Per più fïate li occhi ci sospinse
Inferno;V;​131;"quella lettura, e scolorocci il viso;"
Inferno;V;​132;ma solo un punto fu quel che ci vinse.
Inferno;V;​133;Quando leggemmo il disïato riso
Inferno;V;​134;esser basciato da cotanto amante,
Inferno;V;​135;questi, che mai da me non fia diviso,
Inferno;V;​136;la bocca mi basciò tutto tremante.
Inferno;V;​137;Galeotto fu 'l libro e chi lo scrisse:
Inferno;V;​138;"quel giorno più non vi leggemmo avante""."
Inferno;V;​139;Mentre che l'uno spirto questo disse,
Inferno;V;​140;"l'altro piangëa; sì che di pietade"
Inferno;V;​141;io venni men così com'io morisse.
Inferno;V;​142;E caddi come corpo morto cade.
Inferno;VI;​1;Al tornar de la mente, che si chiuse
Inferno;VI;​2;dinanzi a la pietà d'i due cognati,
Inferno;VI;​3;che di trestizia tutto mi confuse,
Inferno;VI;​4;novi tormenti e novi tormentati
Inferno;VI;​5;mi veggio intorno, come ch'io mi mova
Inferno;VI;​6;e ch'io mi volga, e come che io guati.
Inferno;VI;​7;Io sono al terzo cerchio, de la piova
Inferno;VI;​8;"etterna, maladetta, fredda e greve;"
Inferno;VI;​9;regola e qualità mai non l'è nova.
Inferno;VI;​10;Grandine grossa, acqua tinta e neve
Inferno;VI;​11;"per l'aere tenebroso si riversa;"
Inferno;VI;​12;pute la terra che questo riceve.
Inferno;VI;​13;Cerbero, fiera crudele e diversa,
Inferno;VI;​14;con tre gole caninamente latra
Inferno;VI;​15;sovra la gente che quivi è sommersa.
Inferno;VI;​16;Li occhi ha vermigli, la barba unta e atra,
Inferno;VI;​17;"e 'l ventre largo, e unghiate le mani;"
Inferno;VI;​18;graffia li spirti ed iscoia ed isquatra.
Inferno;VI;​19;"Urlar li fa la pioggia come cani;"
Inferno;VI;​20;"de l'un de' lati fanno a l'altro schermo;"
Inferno;VI;​21;volgonsi spesso i miseri profani.
Inferno;VI;​22;Quando ci scorse Cerbero, il gran vermo,
Inferno;VI;​23;"le bocche aperse e mostrocci le sanne;"
Inferno;VI;​24;non avea membro che tenesse fermo.
Inferno;VI;​25;E 'l duca mio distese le sue spanne,
Inferno;VI;​26;prese la terra, e con piene le pugna
Inferno;VI;​27;la gittò dentro a le bramose canne.
Inferno;VI;​28;Qual è quel cane ch'abbaiando agogna,
Inferno;VI;​29;e si racqueta poi che 'l pasto morde,
Inferno;VI;​30;ché solo a divorarlo intende e pugna,
Inferno;VI;​31;cotai si fecer quelle facce lorde
Inferno;VI;​32;de lo demonio Cerbero, che 'ntrona
Inferno;VI;​33;l'anime sì, ch'esser vorrebber sorde.
Inferno;VI;​34;Noi passavam su per l'ombre che adona
Inferno;VI;​35;la greve pioggia, e ponavam le piante
Inferno;VI;​36;sovra lor vanità che par persona.
Inferno;VI;​37;Elle giacean per terra tutte quante,
Inferno;VI;​38;fuor d'una ch'a seder si levò, ratto
Inferno;VI;​39;ch'ella ci vide passarsi davante.
Inferno;VI;​40;"""O tu che se' per questo 'nferno tratto"","
Inferno;VI;​41;"mi disse, ""riconoscimi, se sai:"
Inferno;VI;​42;"tu fosti, prima ch'io disfatto, fatto""."
Inferno;VI;​43;"E io a lui: ""L'angoscia che tu hai"
Inferno;VI;​44;forse ti tira fuor de la mia mente,
Inferno;VI;​45;sì che non par ch'i' ti vedessi mai.
Inferno;VI;​46;Ma dimmi chi tu se' che 'n sì dolente
Inferno;VI;​47;loco se' messo, e hai sì fatta pena,
Inferno;VI;​48;"che, s'altra è maggio, nulla è sì spiacente""."
Inferno;VI;​49;"Ed elli a me: ""La tua città, ch'è piena"
Inferno;VI;​50;d'invidia sì che già trabocca il sacco,
Inferno;VI;​51;seco mi tenne in la vita serena.
Inferno;VI;​52;Voi cittadini mi chiamaste Ciacco:
Inferno;VI;​53;per la dannosa colpa de la gola,
Inferno;VI;​54;come tu vedi, a la pioggia mi fiacco.
Inferno;VI;​55;E io anima trista non son sola,
Inferno;VI;​56;ché tutte queste a simil pena stanno
Inferno;VI;​57;"per simil colpa"". E più non fé parola."
Inferno;VI;​58;"Io li rispuosi: ""Ciacco, il tuo affanno"
Inferno;VI;​59;"mi pesa sì, ch'a lagrimar mi 'nvita;"
Inferno;VI;​60;ma dimmi, se tu sai, a che verranno
Inferno;VI;​61;"li cittadin de la città partita;"
Inferno;VI;​62;"s'alcun v'è giusto; e dimmi la cagione"
Inferno;VI;​63;"per che l'ha tanta discordia assalita""."
Inferno;VI;​64;"E quelli a me: ""Dopo lunga tencione"
Inferno;VI;​65;verranno al sangue, e la parte selvaggia
Inferno;VI;​66;caccerà l'altra con molta offensione.
Inferno;VI;​67;Poi appresso convien che questa caggia
Inferno;VI;​68;infra tre soli, e che l'altra sormonti
Inferno;VI;​69;con la forza di tal che testé piaggia.
Inferno;VI;​70;Alte terrà lungo tempo le fronti,
Inferno;VI;​71;tenendo l'altra sotto gravi pesi,
Inferno;VI;​72;come che di ciò pianga o che n'aonti.
Inferno;VI;​73;"Giusti son due, e non vi sono intesi;"
Inferno;VI;​74;superbia, invidia e avarizia sono
Inferno;VI;​75;"le tre faville c'hanno i cuori accesi""."
Inferno;VI;​76;Qui puose fine al lagrimabil suono.
Inferno;VI;​77;"E io a lui: ""Ancor vo' che mi 'nsegni,"
Inferno;VI;​78;e che di più parlar mi facci dono.
Inferno;VI;​79;Farinata e 'l Tegghiaio, che fuor sì degni,
Inferno;VI;​80;Iacopo Rusticucci, Arrigo e 'l Mosca
Inferno;VI;​81;e li altri ch'a ben far puoser li 'ngegni,
Inferno;VI;​82;"dimmi ove sono e fa ch'io li conosca;"
Inferno;VI;​83;ché gran disio mi stringe di savere
Inferno;VI;​84;"se 'l ciel li addolcia o lo 'nferno li attosca""."
Inferno;VI;​85;"E quelli: ""Ei son tra l'anime più nere;"
Inferno;VI;​86;diverse colpe giù li grava al fondo:
Inferno;VI;​87;se tanto scendi, là i potrai vedere.
Inferno;VI;​88;Ma quando tu sarai nel dolce mondo,
Inferno;VI;​89;priegoti ch'a la mente altrui mi rechi:
Inferno;VI;​90;"più non ti dico e più non ti rispondo""."
Inferno;VI;​91;"Li diritti occhi torse allora in biechi;"
Inferno;VI;​92;guardommi un poco e poi chinò la testa:
Inferno;VI;​93;cadde con essa a par de li altri ciechi.
Inferno;VI;​94;"E 'l duca disse a me: ""Più non si desta"
Inferno;VI;​95;di qua dal suon de l'angelica tromba,
Inferno;VI;​96;quando verrà la nimica podesta:
Inferno;VI;​97;ciascun rivederà la trista tomba,
Inferno;VI;​98;ripiglierà sua carne e sua figura,
Inferno;VI;​99;"udirà quel ch'in etterno rimbomba""."
Inferno;VI;​100;Sì trapassammo per sozza mistura
Inferno;VI;​101;de l'ombre e de la pioggia, a passi lenti,
Inferno;VI;​102;"toccando un poco la vita futura;"
Inferno;VI;​103;"per ch'io dissi: ""Maestro, esti tormenti"
Inferno;VI;​104;crescerann'ei dopo la gran sentenza,
Inferno;VI;​105;"o fier minori, o saran sì cocenti?""."
Inferno;VI;​106;"Ed elli a me: ""Ritorna a tua scïenza,"
Inferno;VI;​107;che vuol, quanto la cosa è più perfetta,
Inferno;VI;​108;più senta il bene, e così la doglienza.
Inferno;VI;​109;Tutto che questa gente maladetta
Inferno;VI;​110;in vera perfezion già mai non vada,
Inferno;VI;​111;"di là più che di qua essere aspetta""."
Inferno;VI;​112;Noi aggirammo a tondo quella strada,
Inferno;VI;​113;"parlando più assai ch'i' non ridico;"
Inferno;VI;​114;venimmo al punto dove si digrada:
Inferno;VI;​115;quivi trovammo Pluto, il gran nemico.
Inferno;VII;​1;"""Pape Satàn, pape Satàn aleppe!"","
Inferno;VII;​2;"cominciò Pluto con la voce chioccia;"
Inferno;VII;​3;e quel savio gentil, che tutto seppe,
