cantica;canto;range_versi;frase
Inferno;V;​46-48;E come i gru van cantando lor lai, faccendo in aere di sé lunga riga, così vid'io venir, traendo guai
Inferno;V;​48-49;", ombre portate da la detta briga;"
Inferno;V;​50;per ch'i' dissi:
Inferno;V;​50-51;"""Maestro, chi son quelle genti che l'aura nera sì gastiga?"
Inferno;V;​52-54;"""La prima di color di cui novelle tu vuo' saper"", mi disse quelli allotta, ""fu imperadrice di molte favelle."
Inferno;V;​55-57;A vizio di lussuria fu sì rotta, che libito fé licito in sua legge, per tòrre il biasmo in che era condotta.
Inferno;V;​58-59;Ell'è Semiramìs, di cui si legge che succedette a Nino e fu sua sposa:
Inferno;V;​60;tenne la terra che 'l Soldan corregge.
Inferno;V;​61-62;"L'altra è colei che s'ancise amorosa, e ruppe fede al cener di Sicheo;"
Inferno;V;​63;poi è Cleopatràs lussurïosa.
Inferno;V;​64-66;Elena vedi, per cui tanto reo tempo si volse, e vedi 'l grande Achille, che con amore al fine combatteo.
Inferno;V;​67;"Vedi Parìs, Tristano"";"
Inferno;V;​67-69;e più di mille ombre mostrommi e nominommi a dito, ch'amor di nostra vita dipartille.
Inferno;V;​70-72;Poscia ch'io ebbi il mio dottore udito nomar le donne antiche e ' cavalieri, pietà mi giunse, e fui quasi smarrito.
Inferno;V;​73;I' cominciai:
Inferno;V;​73-75;"""Poeta, volontieri parlerei a quei due che 'nsieme vanno, e paion sì al vento esser leggeri""."
Inferno;V;​76;Ed elli a me:
Inferno;V;​76-77;"""Vedrai quando saranno più presso a noi;"
Inferno;V;​77-78;"e tu allor li priega per quello amor che i mena, ed ei verranno""."
Inferno;V;​79-80;Sì tosto come il vento a noi li piega, mossi la voce:
Inferno;V;​80-81;"""O anime affannate, venite a noi parlar, s'altri nol niega!""."
Inferno;V;​82-84;"Quali colombe dal disio chiamate con l'ali alzate e ferme al dolce nido vegnon per l'aere dal voler portate;"
Inferno;V;​85-87;cotali uscir de la schiera ov'è Dido, a noi venendo per l'aere maligno, sì forte fu l'affettüoso grido.
Inferno;V;​88-93;"""O animal grazïoso e benigno che visitando vai per l'aere perso noi che tignemmo il mondo di sanguigno, se fosse amico il re de l'universo, noi pregheremmo lui de la tua pace, poi c'hai pietà del nostro mal perverso."
Inferno;V;​94-96;Di quel che udire e che parlar vi piace, noi udiremo e parleremo a voi, mentre che 'l vento, come fa, ci tace.
Inferno;V;​97-99;Siede la terra dove nata fui su la marina dove 'l Po discende per aver pace co' seguaci sui.
Inferno;V;​100-102;"Amor, ch'al cor gentil ratto s'apprende, prese costui de la bella persona che mi fu tolta;"
Inferno;V;​102;e 'l modo ancor m'offende.
Inferno;V;​103-105;Amor, ch'a nullo amato amar perdona, mi prese del costui piacer sì forte, che, come vedi, ancor non m'abbandona.
Inferno;V;​106;Amor condusse noi ad una morte.
Inferno;V;​107;"Caina attende chi a vita ci spense""."
Inferno;V;​108;Queste parole da lor ci fuor porte.
Inferno;V;​109-111;Quand'io intesi quell'anime offense, china' il viso e tanto il tenni basso, fin che 'l poeta mi disse:
Inferno;V;​111;"""Che pense?""."
Inferno;V;​112;Quando rispuosi, cominciai:
Inferno;V;​112-114;"""Oh lasso, quanti dolci pensier, quanto disio menò costoro al doloroso passo!""."
Inferno;V;​115-116;Poi mi rivolsi a loro e parla' io, e cominciai:
Inferno;V;​116-117;"""Francesca, i tuoi martìri a lagrimar mi fanno tristo e pio."
Inferno;V;​118;Ma dimmi:
Inferno;V;​118-120;"al tempo d'i dolci sospiri, a che e come concedette amore che conosceste i dubbiosi disiri?""."
Inferno;V;​121;E quella a me:
Inferno;V;​121-123;"""Nessun maggior dolore che ricordarsi del tempo felice ne la miseria;"
Inferno;V;​123;e ciò sa 'l tuo dottore.
Inferno;V;​124-126;Ma s'a conoscer la prima radice del nostro amor tu hai cotanto affetto, dirò come colui che piange e dice.
Inferno;V;​127-128;"Noi leggiavamo un giorno per diletto di Lancialotto come amor lo strinse;"
Inferno;V;​129;soli eravamo e sanza alcun sospetto.
Inferno;V;​130-131;"Per più fïate li occhi ci sospinse quella lettura, e scolorocci il viso;"
Inferno;V;​132;ma solo un punto fu quel che ci vinse.
Inferno;V;​133-136;Quando leggemmo il disïato riso esser basciato da cotanto amante, questi, che mai da me non fia diviso, la bocca mi basciò tutto tremante.
Inferno;V;​137;Galeotto fu 'l libro e chi lo scrisse:
Inferno;V;​138;"quel giorno più non vi leggemmo avante""."
Inferno;V;​139-140;"Mentre che l'uno spirto questo disse, l'altro piangëa;"
Inferno;V;​140-141;sì che di pietade io venni men così com'io morisse.
Inferno;V;​142;E caddi come corpo morto cade.
Inferno;VI;​1-6;Al tornar de la mente, che si chiuse dinanzi a la pietà d'i due cognati, che di trestizia tutto mi confuse, novi tormenti e novi tormentati mi veggio intorno, come ch'io mi mova e ch'io mi volga, e come che io guati.
Inferno;VI;​7-8;"Io sono al terzo cerchio, de la piova etterna, maladetta, fredda e greve;"
Inferno;VI;​9;regola e qualità mai non l'è nova.
Inferno;VI;​10-11;"Grandine grossa, acqua tinta e neve per l'aere tenebroso si riversa;"
Inferno;VI;​12;pute la terra che questo riceve.
Inferno;VI;​13-15;Cerbero, fiera crudele e diversa, con tre gole caninamente latra sovra la gente che quivi è sommersa.
Inferno;VI;​16-17;"Li occhi ha vermigli, la barba unta e atra, e 'l ventre largo, e unghiate le mani;"
Inferno;VI;​18;graffia li spirti ed iscoia ed isquatra.
Inferno;VI;​19;"Urlar li fa la pioggia come cani;"
Inferno;VI;​20;"de l'un de' lati fanno a l'altro schermo;"
Inferno;VI;​21;volgonsi spesso i miseri profani.
Inferno;VI;​22-23;"Quando ci scorse Cerbero, il gran vermo, le bocche aperse e mostrocci le sanne;"
Inferno;VI;​24;non avea membro che tenesse fermo.
Inferno;VI;​25-27;E 'l duca mio distese le sue spanne, prese la terra, e con piene le pugna la gittò dentro a le bramose canne.
Inferno;VI;​28-33;Qual è quel cane ch'abbaiando agogna, e si racqueta poi che 'l pasto morde, ché solo a divorarlo intende e pugna, cotai si fecer quelle facce lorde de lo demonio Cerbero, che 'ntrona l'anime sì, ch'esser vorrebber sorde.
Inferno;VI;​34-36;Noi passavam su per l'ombre che adona la greve pioggia, e ponavam le piante sovra lor vanità che par persona.
Inferno;VI;​37-39;Elle giacean per terra tutte quante, fuor d'una ch'a seder si levò, ratto ch'ella ci vide passarsi davante.
Inferno;VI;​40-41;"""O tu che se' per questo 'nferno tratto"", mi disse, ""riconoscimi, se sai:"
Inferno;VI;​42;"tu fosti, prima ch'io disfatto, fatto""."
Inferno;VI;​43;E io a lui:
Inferno;VI;​43-45;"""L'angoscia che tu hai forse ti tira fuor de la mia mente, sì che non par ch'i' ti vedessi mai."
Inferno;VI;​46-48;"Ma dimmi chi tu se' che 'n sì dolente loco se' messo, e hai sì fatta pena, che, s'altra è maggio, nulla è sì spiacente""."
Inferno;VI;​49;Ed elli a me:
Inferno;VI;​49-51;"""La tua città, ch'è piena d'invidia sì che già trabocca il sacco, seco mi tenne in la vita serena."
Inferno;VI;​52;Voi cittadini mi chiamaste Ciacco:
Inferno;VI;​53-54;per la dannosa colpa de la gola, come tu vedi, a la pioggia mi fiacco.
Inferno;VI;​55-57;"E io anima trista non son sola, ché tutte queste a simil pena stanno per simil colpa""."
Inferno;VI;​57;E più non fé parola.
Inferno;VI;​58;Io li rispuosi:
Inferno;VI;​58-59;"""Ciacco, il tuo affanno mi pesa sì, ch'a lagrimar mi 'nvita;"
Inferno;VI;​60-61;"ma dimmi, se tu sai, a che verranno li cittadin de la città partita;"
Inferno;VI;​62;"s'alcun v'è giusto;"
Inferno;VI;​62-63;"e dimmi la cagione per che l'ha tanta discordia assalita""."
Inferno;VI;​64;E quelli a me:
Inferno;VI;​64-66;"""Dopo lunga tencione verranno al sangue, e la parte selvaggia caccerà l'altra con molta offensione."
Inferno;VI;​67-69;Poi appresso convien che questa caggia infra tre soli, e che l'altra sormonti con la forza di tal che testé piaggia.
Inferno;VI;​70-72;Alte terrà lungo tempo le fronti, tenendo l'altra sotto gravi pesi, come che di ciò pianga o che n'aonti.
Inferno;VI;​73;"Giusti son due, e non vi sono intesi;"
Inferno;VI;​74-75;"superbia, invidia e avarizia sono le tre faville c'hanno i cuori accesi""."
Inferno;VI;​76;Qui puose fine al lagrimabil suono.
Inferno;VI;​43;E io a lui:
Inferno;VI;​77-78;"""Ancor vo' che mi 'nsegni, e che di più parlar mi facci dono."
Inferno;VI;​79-82;"Farinata e 'l Tegghiaio, che fuor sì degni, Iacopo Rusticucci, Arrigo e 'l Mosca e li altri ch'a ben far puoser li 'ngegni, dimmi ove sono e fa ch'io li conosca;"
Inferno;VI;​83-84;"ché gran disio mi stringe di savere se 'l ciel li addolcia o lo 'nferno li attosca""."
Inferno;VI;​85;E quelli:
Inferno;VI;​85;"""Ei son tra l'anime più nere;"
Inferno;VI;​86;diverse colpe giù li grava al fondo:
Inferno;VI;​87;se tanto scendi, là i potrai vedere.
Inferno;VI;​88-89;Ma quando tu sarai nel dolce mondo, priegoti ch'a la mente altrui mi rechi:
Inferno;VI;​90;"più non ti dico e più non ti rispondo""."
Inferno;VI;​91;"Li diritti occhi torse allora in biechi;"
Inferno;VI;​92;guardommi un poco e poi chinò la testa:
Inferno;VI;​93;cadde con essa a par de li altri ciechi.
Inferno;VI;​94;E 'l duca disse a me:
Inferno;VI;​94-96;"""Più non si desta di qua dal suon de l'angelica tromba, quando verrà la nimica podesta:"
Inferno;VI;​97-99;"ciascun rivederà la trista tomba, ripiglierà sua carne e sua figura, udirà quel ch'in etterno rimbomba""."
Inferno;VI;​100-102;"Sì trapassammo per sozza mistura de l'ombre e de la pioggia, a passi lenti, toccando un poco la vita futura;"
Inferno;VI;​103;per ch'io dissi:
Inferno;VI;​103-105;"""Maestro, esti tormenti crescerann'ei dopo la gran sentenza, o fier minori, o saran sì cocenti?""."
Inferno;VI;​49;Ed elli a me:
Inferno;VI;​106-108;"""Ritorna a tua scïenza, che vuol, quanto la cosa è più perfetta, più senta il bene, e così la doglienza."
Inferno;VI;​109-111;"Tutto che questa gente maladetta in vera perfezion già mai non vada, di là più che di qua essere aspetta""."
Inferno;VI;​112-113;"Noi aggirammo a tondo quella strada, parlando più assai ch'i' non ridico;"
Inferno;VI;​114;venimmo al punto dove si digrada:
Inferno;VI;​115;quivi trovammo Pluto, il gran nemico.
Inferno;VII;​1-2;"""Pape Satàn, pape Satàn aleppe!"", cominciò Pluto con la voce chioccia;"
Inferno;VII;​3-4;e quel savio gentil, che tutto seppe, disse per confortarmi:
Inferno;VII;​4-5;"""Non ti noccia la tua paura;"
Inferno;VII;​5-6;"ché, poder ch'elli abbia, non ci torrà lo scender questa roccia""."
Inferno;VII;​7-8;Poi si rivolse a quella 'nfiata labbia, e disse:
Inferno;VII;​8-9;"""Taci, maladetto lupo! consuma dentro te con la tua rabbia."
Inferno;VII;​10;Non è sanza cagion l'andare al cupo:
Inferno;VII;​11-12;"vuolsi ne l'alto, là dove Michele fé la vendetta del superbo strupo""."
Inferno;VII;​13-15;Quali dal vento le gonfiate vele caggiono avvolte, poi che l'alber fiacca, tal cadde a terra la fiera crudele.
Inferno;VII;​16-18;Così scendemmo ne la quarta lacca, pigliando più de la dolente ripa che 'l mal de l'universo tutto insacca.
Inferno;VII;​19;Ahi giustizia di Dio!
Inferno;VII;​19-20;tante chi stipa nove travaglie e pene quant'io viddi?
Inferno;VII;​21;e perché nostra colpa sì ne scipa?
Inferno;VII;​22-24;Come fa l'onda là sovra Cariddi, che si frange con quella in cui s'intoppa, così convien che qui la gente riddi.
Inferno;VII;​25-27;Qui vid'i' gente più ch'altrove troppa, e d'una parte e d'altra, con grand'urli, voltando pesi per forza di poppa.
Inferno;VII;​28;"Percotëansi 'ncontro;"
Inferno;VII;​28-30;e poscia pur lì si rivolgea ciascun, voltando a retro, gridando:
Inferno;VII;​30;"""Perché tieni?"
Inferno;VII;​30;""" e ""Perché burli?"
Inferno;VII;​31-33;"Così tornavan per lo cerchio tetro da ogne mano a l'opposito punto, gridandosi anche loro ontoso metro;"
Inferno;VII;​34-35;poi si volgea ciascun, quand'era giunto, per lo suo mezzo cerchio a l'altra giostra.
Inferno;VII;​36-37;E io, ch'avea lo cor quasi compunto, dissi:
Inferno;VII;​37-39;"""Maestro mio, or mi dimostra che gente è questa, e se tutti fuor cherci questi chercuti a la sinistra nostra""."
Inferno;VII;​40;Ed elli a me:
Inferno;VII;​40-42;"""Tutti quanti fuor guerci sì de la mente in la vita primaia, che con misura nullo spendio ferci."
Inferno;VII;​43-45;Assai la voce lor chiaro l'abbaia, quando vegnono a' due punti del cerchio dove colpa contraria li dispaia.
Inferno;VII;​46-48;"Questi fuor cherci, che non han coperchio piloso al capo, e papi e cardinali, in cui usa avarizia il suo soperchio""."
Inferno;VII;​49;E io:
Inferno;VII;​49-51;"""Maestro, tra questi cotali dovre' io ben riconoscere alcuni che furo immondi di cotesti mali""."
Inferno;VII;​40;Ed elli a me:
Inferno;VII;​52;"""Vano pensiero aduni:"
Inferno;VII;​53-54;la sconoscente vita che i fé sozzi, ad ogne conoscenza or li fa bruni.
Inferno;VII;​55;In etterno verranno a li due cozzi:
Inferno;VII;​56-57;questi resurgeranno del sepulcro col pugno chiuso, e questi coi crin mozzi.
Inferno;VII;​58-59;Mal dare e mal tener lo mondo pulcro ha tolto loro, e posti a questa zuffa:
Inferno;VII;​60;qual ella sia, parole non ci appulcro.
Inferno;VII;​61-63;"Or puoi, figliuol, veder la corta buffa d'i ben che son commessi a la fortuna, per che l'umana gente si rabbuffa;"
Inferno;VII;​64-66;"ché tutto l'oro ch'è sotto la luna e che già fu, di quest'anime stanche non poterebbe farne posare una""."
Inferno;VII;​67;"""Maestro mio"", diss'io, ""or mi dì anche:"
Inferno;VII;​68-69;questa fortuna di che tu mi tocche, che è, che i ben del mondo ha sì tra branche?
Inferno;VII;​70;E quelli a me:
Inferno;VII;​70-71;"""Oh creature sciocche, quanta ignoranza è quella che v'offende!"
Inferno;VII;​72;Or vo' che tu mia sentenza ne 'mbocche.
Inferno;VII;​73-76;Colui lo cui saver tutto trascende, fece li cieli e diè lor chi conduce sì, ch'ogne parte ad ogne parte splende, distribuendo igualmente la luce.
Inferno;VII;​77-81;"Similemente a li splendor mondani ordinò general ministra e duce che permutasse a tempo li ben vani di gente in gente e d'uno in altro sangue, oltre la difension d'i senni umani;"
Inferno;VII;​82-84;per ch'una gente impera e l'altra langue, seguendo lo giudicio di costei, che è occulto come in erba l'angue.
Inferno;VII;​85;Vostro saver non ha contasto a lei:
Inferno;VII;​86-87;questa provede, giudica, e persegue suo regno come il loro li altri dèi.
Inferno;VII;​88;Le sue permutazion non hanno triegue:
Inferno;VII;​89;"necessità la fa esser veloce;"
Inferno;VII;​90;sì spesso vien chi vicenda consegue.
Inferno;VII;​91-93;"Quest'è colei ch'è tanto posta in croce pur da color che le dovrien dar lode, dandole biasmo a torto e mala voce;"
Inferno;VII;​94;ma ella s'è beata e ciò non ode:
Inferno;VII;​95-96;con l'altre prime creature lieta volve sua spera e beata si gode.
Inferno;VII;​97;"Or discendiamo omai a maggior pieta;"
Inferno;VII;​98-99;"già ogne stella cade che saliva quand'io mi mossi, e 'l troppo star si vieta""."
Inferno;VII;​100-102;Noi ricidemmo il cerchio a l'altra riva sovr'una fonte che bolle e riversa per un fossato che da lei deriva.
Inferno;VII;​103;"L'acqua era buia assai più che persa;"
Inferno;VII;​104-105;e noi, in compagnia de l'onde bige, intrammo giù per una via diversa.
Inferno;VII;​106-108;In la palude va c'ha nome Stige questo tristo ruscel, quand'è disceso al piè de le maligne piagge grige.
Inferno;VII;​109-111;E io, che di mirare stava inteso, vidi genti fangose in quel pantano, ignude tutte, con sembiante offeso.
Inferno;VII;​112-114;Queste si percotean non pur con mano, ma con la testa e col petto e coi piedi, troncandosi co' denti a brano a brano.
Inferno;VII;​115;Lo buon maestro disse:
Inferno;VII;​115-116;"""Figlio, or vedi l'anime di color cui vinse l'ira;"
Inferno;VII;​117-120;e anche vo' che tu per certo credi che sotto l'acqua è gente che sospira, e fanno pullular quest'acqua al summo, come l'occhio ti dice, u' che s'aggira.
Inferno;VII;​121;Fitti nel limo, dicon:
Inferno;VII;​121-123;"""Tristi fummo ne l'aere dolce che dal sol s'allegra, portando dentro accidïoso fummo:"
Inferno;VII;​124;"or ci attristiam ne la belletta negra""."
Inferno;VII;​125-126;"Quest'inno si gorgoglian ne la strozza, ché dir nol posson con parola integra""."
Inferno;VII;​127-129;Così girammo de la lorda pozza grand'arco, tra la ripa secca e 'l mézzo, con li occhi vòlti a chi del fango ingozza.
Inferno;VII;​130;Venimmo al piè d'una torre al da sezzo.
Inferno;VIII;​1-6;Io dico, seguitando, ch'assai prima che noi fossimo al piè de l'alta torre, li occhi nostri n'andar suso a la cima per due fiammette che i vedemmo porre, e un'altra da lungi render cenno, tanto ch'a pena il potea l'occhio tòrre.
