cantica;canto;range_versi;terzina
Inferno;V;97_99;Siede la terra dove nata fui su la marina dove 'l Po discende per aver pace co' seguaci sui.
Inferno;V;100_102;"Amor, ch'al cor gentil ratto s'apprende, prese costui de la bella persona che mi fu tolta; e 'l modo ancor m'offende."
Inferno;V;103_105;Amor, ch'a nullo amato amar perdona, mi prese del costui piacer sì forte, che, come vedi, ancor non m'abbandona.
Inferno;V;106_108;"Amor condusse noi ad una morte. Caina attende chi a vita ci spense"". Queste parole da lor ci fuor porte."
Inferno;V;109_111;"Quand'io intesi quell'anime offense, china' il viso e tanto il tenni basso, fin che 'l poeta mi disse: ""Che pense?""."
Inferno;V;112_114;"Quando rispuosi, cominciai: ""Oh lasso, quanti dolci pensier, quanto disio menò costoro al doloroso passo!""."
Inferno;V;115_117;"Poi mi rivolsi a loro e parla' io, e cominciai: ""Francesca, i tuoi martìri a lagrimar mi fanno tristo e pio."
Inferno;V;118_120;"Ma dimmi: al tempo d'i dolci sospiri, a che e come concedette amore che conosceste i dubbiosi disiri?""."
Inferno;V;121_123;"E quella a me: ""Nessun maggior dolore che ricordarsi del tempo felice ne la miseria; e ciò sa 'l tuo dottore."
Inferno;V;124_126;Ma s'a conoscer la prima radice del nostro amor tu hai cotanto affetto, dirò come colui che piange e dice.
Inferno;V;127_129;"Noi leggiavamo un giorno per diletto di Lancialotto come amor lo strinse; soli eravamo e sanza alcun sospetto."
Inferno;V;130_132;"Per più fïate li occhi ci sospinse quella lettura, e scolorocci il viso; ma solo un punto fu quel che ci vinse."
Inferno;V;133_135;Quando leggemmo il disïato riso esser basciato da cotanto amante, questi, che mai da me non fia diviso,
Inferno;V;136_138;"la bocca mi basciò tutto tremante. Galeotto fu 'l libro e chi lo scrisse: quel giorno più non vi leggemmo avante""."
Inferno;V;139_141;"Mentre che l'uno spirto questo disse, l'altro piangëa; sì che di pietade io venni men così com'io morisse."
Inferno;V;142;E caddi come corpo morto cade.
Inferno;VI;1_3;Al tornar de la mente, che si chiuse dinanzi a la pietà d'i due cognati, che di trestizia tutto mi confuse,
Inferno;VI;4_6;novi tormenti e novi tormentati mi veggio intorno, come ch'io mi mova e ch'io mi volga, e come che io guati.
Inferno;VI;7_9;"Io sono al terzo cerchio, de la piova etterna, maladetta, fredda e greve; regola e qualità mai non l'è nova."
Inferno;VI;10_12;"Grandine grossa, acqua tinta e neve per l'aere tenebroso si riversa; pute la terra che questo riceve."
Inferno;VI;13_15;Cerbero, fiera crudele e diversa, con tre gole caninamente latra sovra la gente che quivi è sommersa.
Inferno;VI;16_18;"Li occhi ha vermigli, la barba unta e atra, e 'l ventre largo, e unghiate le mani; graffia li spirti ed iscoia ed isquatra."
Inferno;VI;19_21;"Urlar li fa la pioggia come cani; de l'un de' lati fanno a l'altro schermo; volgonsi spesso i miseri profani."
Inferno;VI;22_24;"Quando ci scorse Cerbero, il gran vermo, le bocche aperse e mostrocci le sanne; non avea membro che tenesse fermo."
Inferno;VI;25_27;E 'l duca mio distese le sue spanne, prese la terra, e con piene le pugna la gittò dentro a le bramose canne.
Inferno;VI;28_30;Qual è quel cane ch'abbaiando agogna, e si racqueta poi che 'l pasto morde, ché solo a divorarlo intende e pugna,
Inferno;VI;31_33;cotai si fecer quelle facce lorde de lo demonio Cerbero, che 'ntrona l'anime sì, ch'esser vorrebber sorde.
Inferno;VI;34_36;Noi passavam su per l'ombre che adona la greve pioggia, e ponavam le piante sovra lor vanità che par persona.
Inferno;VI;37_39;Elle giacean per terra tutte quante, fuor d'una ch'a seder si levò, ratto ch'ella ci vide passarsi davante.
Inferno;VI;40_42;"""O tu che se' per questo 'nferno tratto"", mi disse, ""riconoscimi, se sai: tu fosti, prima ch'io disfatto, fatto""."
Inferno;VI;43_45;"E io a lui: ""L'angoscia che tu hai forse ti tira fuor de la mia mente, sì che non par ch'i' ti vedessi mai."
Inferno;VI;46_48;"Ma dimmi chi tu se' che 'n sì dolente loco se' messo, e hai sì fatta pena, che, s'altra è maggio, nulla è sì spiacente""."
Inferno;VI;49_51;"Ed elli a me: ""La tua città, ch'è piena d'invidia sì che già trabocca il sacco, seco mi tenne in la vita serena."
Inferno;VI;52_54;Voi cittadini mi chiamaste Ciacco: per la dannosa colpa de la gola, come tu vedi, a la pioggia mi fiacco.
Inferno;VI;55_57;"E io anima trista non son sola, ché tutte queste a simil pena stanno per simil colpa"". E più non fé parola."
Inferno;VI;58_60;"Io li rispuosi: ""Ciacco, il tuo affanno mi pesa sì, ch'a lagrimar mi 'nvita; ma dimmi, se tu sai, a che verranno"
Inferno;VI;61_63;"li cittadin de la città partita; s'alcun v'è giusto; e dimmi la cagione per che l'ha tanta discordia assalita""."
Inferno;VI;64_66;"E quelli a me: ""Dopo lunga tencione verranno al sangue, e la parte selvaggia caccerà l'altra con molta offensione."
Inferno;VI;67_69;Poi appresso convien che questa caggia infra tre soli, e che l'altra sormonti con la forza di tal che testé piaggia.
Inferno;VI;70_72;Alte terrà lungo tempo le fronti, tenendo l'altra sotto gravi pesi, come che di ciò pianga o che n'aonti.
Inferno;VI;73_75;"Giusti son due, e non vi sono intesi; superbia, invidia e avarizia sono le tre faville c'hanno i cuori accesi""."
Inferno;VI;76_78;"Qui puose fine al lagrimabil suono. E io a lui: ""Ancor vo' che mi 'nsegni, e che di più parlar mi facci dono."
Inferno;VI;79_81;Farinata e 'l Tegghiaio, che fuor sì degni, Iacopo Rusticucci, Arrigo e 'l Mosca e li altri ch'a ben far puoser li 'ngegni,
Inferno;VI;82_84;"dimmi ove sono e fa ch'io li conosca; ché gran disio mi stringe di savere se 'l ciel li addolcia o lo 'nferno li attosca""."
Inferno;VI;85_87;"E quelli: ""Ei son tra l'anime più nere; diverse colpe giù li grava al fondo: se tanto scendi, là i potrai vedere."
Inferno;VI;88_90;"Ma quando tu sarai nel dolce mondo, priegoti ch'a la mente altrui mi rechi: più non ti dico e più non ti rispondo""."
Inferno;VI;91_93;"Li diritti occhi torse allora in biechi; guardommi un poco e poi chinò la testa: cadde con essa a par de li altri ciechi."
Inferno;VI;94_96;"E 'l duca disse a me: ""Più non si desta di qua dal suon de l'angelica tromba, quando verrà la nimica podesta:"
Inferno;VI;97_99;"ciascun rivederà la trista tomba, ripiglierà sua carne e sua figura, udirà quel ch'in etterno rimbomba""."
Inferno;VI;100_102;"Sì trapassammo per sozza mistura de l'ombre e de la pioggia, a passi lenti, toccando un poco la vita futura;"
Inferno;VI;103_105;"per ch'io dissi: ""Maestro, esti tormenti crescerann'ei dopo la gran sentenza, o fier minori, o saran sì cocenti?""."
Inferno;VI;106_108;"Ed elli a me: ""Ritorna a tua scïenza, che vuol, quanto la cosa è più perfetta, più senta il bene, e così la doglienza."
Inferno;VI;109_111;"Tutto che questa gente maladetta in vera perfezion già mai non vada, di là più che di qua essere aspetta""."
Inferno;VI;112_114;"Noi aggirammo a tondo quella strada, parlando più assai ch'i' non ridico; venimmo al punto dove si digrada:"
Inferno;VI;115;quivi trovammo Pluto, il gran nemico.
Inferno;VII;1_3;""" cominciò Pluto con la voce chioccia; e quel savio gentil, che tutto seppe,"
Inferno;VII;4_6;"disse per confortarmi: ""Non ti noccia la tua paura; ché, poder ch'elli abbia, non ci torrà lo scender questa roccia""."
Inferno;VII;7_9;"Poi si rivolse a quella 'nfiata labbia, e disse: ""Taci, maladetto lupo! consuma dentro te con la tua rabbia."
Inferno;VII;10_12;"Non è sanza cagion l'andare al cupo: vuolsi ne l'alto, là dove Michele fé la vendetta del superbo strupo""."
Inferno;VII;13_15;Quali dal vento le gonfiate vele caggiono avvolte, poi che l'alber fiacca, tal cadde a terra la fiera crudele.
Inferno;VII;16_18;Così scendemmo ne la quarta lacca, pigliando più de la dolente ripa che 'l mal de l'universo tutto insacca.
Inferno;VII;19_21;Ahi giustizia di Dio! tante chi stipa nove travaglie e pene quant'io viddi? e perché nostra colpa sì ne scipa?
Inferno;VII;22_24;Come fa l'onda là sovra Cariddi, che si frange con quella in cui s'intoppa, così convien che qui la gente riddi.
Inferno;VII;25_27;Qui vid'i' gente più ch'altrove troppa, e d'una parte e d'altra, con grand'urli, voltando pesi per forza di poppa.
Inferno;VII;28_30;"Percotëansi 'ncontro; e poscia pur lì si rivolgea ciascun, voltando a retro, gridando: ""Perché tieni?"" e ""Perché burli?""."
Inferno;VII;31_33;"Così tornavan per lo cerchio tetro da ogne mano a l'opposito punto, gridandosi anche loro ontoso metro;"
Inferno;VII;34_36;poi si volgea ciascun, quand'era giunto, per lo suo mezzo cerchio a l'altra giostra. E io, ch'avea lo cor quasi compunto,
Inferno;VII;37_39;"dissi: ""Maestro mio, or mi dimostra che gente è questa, e se tutti fuor cherci questi chercuti a la sinistra nostra""."
Inferno;VII;40_42;"Ed elli a me: ""Tutti quanti fuor guerci sì de la mente in la vita primaia, che con misura nullo spendio ferci."
Inferno;VII;43_45;Assai la voce lor chiaro l'abbaia, quando vegnono a' due punti del cerchio dove colpa contraria li dispaia.
Inferno;VII;46_48;"Questi fuor cherci, che non han coperchio piloso al capo, e papi e cardinali, in cui usa avarizia il suo soperchio""."
Inferno;VII;49_51;"E io: ""Maestro, tra questi cotali dovre' io ben riconoscere alcuni che furo immondi di cotesti mali""."
Inferno;VII;52_54;"Ed elli a me: ""Vano pensiero aduni: la sconoscente vita che i fé sozzi, ad ogne conoscenza or li fa bruni."
Inferno;VII;55_57;In etterno verranno a li due cozzi: questi resurgeranno del sepulcro col pugno chiuso, e questi coi crin mozzi.
Inferno;VII;58_60;Mal dare e mal tener lo mondo pulcro ha tolto loro, e posti a questa zuffa: qual ella sia, parole non ci appulcro.
Inferno;VII;61_63;"Or puoi, figliuol, veder la corta buffa d'i ben che son commessi a la fortuna, per che l'umana gente si rabbuffa;"
Inferno;VII;64_66;"ché tutto l'oro ch'è sotto la luna e che già fu, di quest'anime stanche non poterebbe farne posare una""."
Inferno;VII;67_69;"""Maestro mio"", diss'io, ""or mi dì anche: questa fortuna di che tu mi tocche, che è, che i ben del mondo ha sì tra branche?""."
Inferno;VII;70_72;"E quelli a me: ""Oh creature sciocche, quanta ignoranza è quella che v'offende! Or vo' che tu mia sentenza ne 'mbocche."
Inferno;VII;73_75;Colui lo cui saver tutto trascende, fece li cieli e diè lor chi conduce sì, ch'ogne parte ad ogne parte splende,
Inferno;VII;76_78;distribuendo igualmente la luce. Similemente a li splendor mondani ordinò general ministra e duce
Inferno;VII;79_81;"che permutasse a tempo li ben vani di gente in gente e d'uno in altro sangue, oltre la difension d'i senni umani;"
Inferno;VII;82_84;per ch'una gente impera e l'altra langue, seguendo lo giudicio di costei, che è occulto come in erba l'angue.
Inferno;VII;85_87;Vostro saver non ha contasto a lei: questa provede, giudica, e persegue suo regno come il loro li altri dèi.
Inferno;VII;88_90;"Le sue permutazion non hanno triegue: necessità la fa esser veloce; sì spesso vien chi vicenda consegue."
Inferno;VII;91_93;"Quest'è colei ch'è tanto posta in croce pur da color che le dovrien dar lode, dandole biasmo a torto e mala voce;"
Inferno;VII;94_96;ma ella s'è beata e ciò non ode: con l'altre prime creature lieta volve sua spera e beata si gode.
Inferno;VII;97_99;"Or discendiamo omai a maggior pieta; già ogne stella cade che saliva quand'io mi mossi, e 'l troppo star si vieta""."
Inferno;VII;100_102;Noi ricidemmo il cerchio a l'altra riva sovr'una fonte che bolle e riversa per un fossato che da lei deriva.
Inferno;VII;103_105;"L'acqua era buia assai più che persa; e noi, in compagnia de l'onde bige, intrammo giù per una via diversa."
Inferno;VII;106_108;In la palude va c'ha nome Stige questo tristo ruscel, quand'è disceso al piè de le maligne piagge grige.
Inferno;VII;109_111;E io, che di mirare stava inteso, vidi genti fangose in quel pantano, ignude tutte, con sembiante offeso.
Inferno;VII;112_114;Queste si percotean non pur con mano, ma con la testa e col petto e coi piedi, troncandosi co' denti a brano a brano.
Inferno;VII;115_117;"Lo buon maestro disse: ""Figlio, or vedi l'anime di color cui vinse l'ira; e anche vo' che tu per certo credi"
Inferno;VII;118_120;che sotto l'acqua è gente che sospira, e fanno pullular quest'acqua al summo, come l'occhio ti dice, u' che s'aggira.
Inferno;VII;121_123;"Fitti nel limo, dicon: ""Tristi fummo ne l'aere dolce che dal sol s'allegra, portando dentro accidïoso fummo:"
Inferno;VII;124_126;"or ci attristiam ne la belletta negra"". Quest'inno si gorgoglian ne la strozza, ché dir nol posson con parola integra""."
Inferno;VII;127_129;Così girammo de la lorda pozza grand'arco, tra la ripa secca e 'l mézzo, con li occhi vòlti a chi del fango ingozza.
Inferno;VII;130;Venimmo al piè d'una torre al da sezzo.
Inferno;VIII;1_3;Io dico, seguitando, ch'assai prima che noi fossimo al piè de l'alta torre, li occhi nostri n'andar suso a la cima
Inferno;VIII;4_6;per due fiammette che i vedemmo porre, e un'altra da lungi render cenno, tanto ch'a pena il potea l'occhio tòrre.
Inferno;VIII;7_9;"E io mi volsi al mar di tutto 'l senno; dissi: ""Questo che dice? e che risponde quell'altro foco? e chi son quei che 'l fenno?""."
Inferno;VIII;10_12;"Ed elli a me: ""Su per le sucide onde già scorgere puoi quello che s'aspetta, se 'l fummo del pantan nol ti nasconde""."
Inferno;VIII;13_15;Corda non pinse mai da sé saetta che sì corresse via per l'aere snella, com'io vidi una nave piccioletta
Inferno;VIII;16_18;"venir per l'acqua verso noi in quella, sotto 'l governo d'un sol galeoto, che gridava: ""Or se' giunta, anima fella!""."
Inferno;VIII;19_21;"""Flegïàs, Flegïàs, tu gridi a vòto"", disse lo mio segnore, ""a questa volta: più non ci avrai che sol passando il loto""."
Inferno;VIII;22_24;Qual è colui che grande inganno ascolta che li sia fatto, e poi se ne rammarca, fecesi Flegïàs ne l'ira accolta.
Inferno;VIII;25_27;"Lo duca mio discese ne la barca, e poi mi fece intrare appresso lui; e sol quand'io fui dentro parve carca."
Inferno;VIII;28_30;Tosto che 'l duca e io nel legno fui, segando se ne va l'antica prora de l'acqua più che non suol con altrui.
Inferno;VIII;31_33;"Mentre noi corravam la morta gora, dinanzi mi si fece un pien di fango, e disse: ""Chi se' tu che vieni anzi ora?""."
Inferno;VIII;34_36;"E io a lui: ""S'i' vegno, non rimango; ma tu chi se', che sì se' fatto brutto?"". Rispuose: ""Vedi che son un che piango""."
Inferno;VIII;37_39;"E io a lui: ""Con piangere e con lutto, spirito maladetto, ti rimani; ch'i' ti conosco, ancor sie lordo tutto""."
Inferno;VIII;40_42;"Allor distese al legno ambo le mani; per che 'l maestro accorto lo sospinse, dicendo: ""Via costà con li altri cani!""."
Inferno;VIII;43_45;"Lo collo poi con le braccia mi cinse; basciommi 'l volto e disse: ""Alma sdegnosa, benedetta colei che 'n te s'incinse!"
Inferno;VIII;46_48;"Quei fu al mondo persona orgogliosa; bontà non è che sua memoria fregi: così s'è l'ombra sua qui furïosa."
Inferno;VIII;49_51;"Quanti si tegnon or là sù gran regi che qui staranno come porci in brago, di sé lasciando orribili dispregi!""."
Inferno;VIII;52_54;"E io: ""Maestro, molto sarei vago di vederlo attuffare in questa broda prima che noi uscissimo del lago""."
Inferno;VIII;55_57;"Ed elli a me: ""Avante che la proda ti si lasci veder, tu sarai sazio: di tal disïo convien che tu goda""."
Inferno;VIII;58_60;Dopo ciò poco vid'io quello strazio far di costui a le fangose genti, che Dio ancor ne lodo e ne ringrazio.
Inferno;VIII;61_63;"Tutti gridavano: ""A Filippo Argenti!""; e 'l fiorentino spirito bizzarro in sé medesmo si volvea co' denti."
Inferno;VIII;64_66;"Quivi il lasciammo, che più non ne narro; ma ne l'orecchie mi percosse un duolo, per ch'io avante l'occhio intento sbarro."
Inferno;VIII;67_69;"Lo buon maestro disse: ""Omai, figliuolo, s'appressa la città c'ha nome Dite, coi gravi cittadin, col grande stuolo""."
Inferno;VIII;70_72;"E io: ""Maestro, già le sue meschite là entro certe ne la valle cerno, vermiglie come se di foco uscite"
Inferno;VIII;73_75;"fossero"". Ed ei mi disse: ""Il foco etterno ch'entro l'affoca le dimostra rosse, come tu vedi in questo basso inferno""."
Inferno;VIII;76_78;Noi pur giugnemmo dentro a l'alte fosse che vallan quella terra sconsolata: le mura mi parean che ferro fosse.
Inferno;VIII;79_81;"Non sanza prima far grande aggirata, venimmo in parte dove il nocchier forte ""Usciteci"", gridò: ""qui è l'intrata""."
Inferno;VIII;82_84;"Io vidi più di mille in su le porte da ciel piovuti, che stizzosamente dicean: ""Chi è costui che sanza morte"
